,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
60,0.010217705,84,0,0.0033311129999999,3001.0,5,0,0,0,1.0,0
61,0.6865150259999999,71,0,0.309281786,6000.0,11,0,0,0,1.0,0
62,0.066789741,56,0,0.037913507,12000.0,4,0,1,0,1.0,0
63,0.9999999,41,0,0.0,6760.601835664335,0,0,0,0,0.0,0
64,0.626981331,45,2,5338.0,6760.601835664335,7,0,1,0,0.0,0
65,0.0140220289999999,65,0,1795.0,6760.601835664335,9,0,1,0,1.0,0
66,0.011713951,54,0,0.181363699,7200.0,6,0,0,0,0.0,0
67,0.9999999,57,0,0.0,6760.601835664335,0,0,0,0,1.0,0
68,0.182710086,50,0,0.028994201,5000.0,15,0,0,0,0.0,0
69,0.022794657,49,0,0.879109226,6600.0,15,0,5,0,2.0,0
70,0.058241061,88,0,36.0,6760.601835664335,3,0,0,0,1.0,0
71,0.200242796,79,0,0.256200281,4273.0,6,0,0,0,0.0,0
72,0.9999999,48,0,0.539697354,15000.0,12,0,5,0,0.0,0
73,0.179847652,37,0,0.029359859,6232.0,3,0,0,0,0.0,0
74,0.06181292,59,1,0.528624767,3213.0,17,0,1,0,0.0,0
75,0.719017413,55,0,0.244023083,10916.0,9,0,2,0,1.0,0
76,0.952488964,47,0,0.340406402,5560.0,10,0,0,0,3.0,0
77,0.3005300549104802,23,1,1092.0,6760.601835664335,7,0,0,0,0.0,0
78,0.014271373,56,0,0.404897245,6860.0,6,0,1,0,2.0,0
79,0.59045152,54,1,1267.0,0.0,7,0,1,0,1.0,0
80,0.19381766,37,2,0.195315252,5677.0,8,0,1,0,0.0,0
81,0.05168249,69,0,0.007358953,3668.0,5,0,0,0,0.0,0
82,0.003363534,52,0,0.000586396,5115.0,4,0,0,0,0.0,0
83,0.006739541,76,0,0.148370326,5000.0,6,0,1,0,0.0,0
84,0.851882962,46,1,0.3783738889999999,12040.0,13,0,2,0,1.0,0
85,0.242150295,76,0,0.830939227,2714.0,21,0,1,0,0.0,0
86,0.0245764729999999,70,0,0.19477403,7500.0,12,0,1,0,2.0,0
87,0.9999999,67,0,2247.0,6760.601835664335,4,0,1,0,0.0,0
88,0.296724621,56,0,0.384670487,5583.0,13,0,2,0,1.0,0
89,0.028210996,37,0,44.0,6760.601835664335,3,0,0,0,0.0,0
90,0.205034718,51,0,0.407417507,11000.0,8,0,3,0,1.0,0
91,0.2441976739999999,43,0,2.350824588,1333.0,4,0,1,0,2.0,0
92,0.5994079920000001,63,8,0.427367519,7000.0,13,6,2,3,0.0,1
93,0.0056278019999999,79,0,0.232602845,2600.0,15,0,0,0,0.0,0
94,0.60369641,43,1,0.408397901,4000.0,5,0,1,0,3.0,0
95,0.043186305,45,0,0.1713428619999999,5666.0,8,0,1,0,3.0,0
96,0.8783723109999999,38,0,0.277268761,4583.0,9,0,0,0,1.0,0
97,0.058941059,28,0,0.080894383,5500.0,4,0,0,0,0.0,0
98,0.8732506999999999,44,0,0.021000763,51140.0,7,2,1,0,3.0,0
99,0.417290176,48,1,20.55896069,1500.0,23,0,8,0,2.0,0
100,0.592819985,43,0,0.20584706,9166.0,7,0,1,0,2.0,0
101,0.066286816,58,0,1207.0,6760.601835664335,8,0,0,0,0.0,0
102,0.000449978,80,0,0.0,6500.0,5,0,0,0,0.0,0
103,0.03552937,25,0,0.0009998,5000.0,2,0,0,0,0.0,0
104,0.9999999,40,0,424.0,6760.601835664335,3,0,0,0,1.0,0
105,0.8591140890000001,52,0,0.160946351,3000.0,2,0,0,0,0.0,0
106,0.113051593,27,0,0.131024634,2800.0,9,0,0,0,0.0,0
107,0.6413762679999999,28,1,0.160811197,3500.0,5,1,0,0,0.0,1
108,0.6356961,59,0,0.252866478,8110.0,9,0,1,0,0.0,0
109,0.183095507,45,0,0.79128727,5600.0,11,0,2,0,1.0,0
110,0.3473305339999999,23,0,0.094502499,2200.0,3,0,0,0,0.0,0
111,0.520300666,62,0,2578.0,6760.601835664335,19,0,1,0,0.0,0
112,0.529129824,64,1,0.713090909,2749.0,10,0,0,0,0.0,0
113,0.0,45,0,0.0,5200.0,1,0,0,0,2.0,0
114,0.002777623,90,0,0.076510446,7083.0,9,0,0,0,0.0,0
115,0.0,43,0,0.0,2300.0,8,0,0,0,1.0,0
116,0.091717813,64,0,739.0,6760.601835664335,4,0,0,0,0.0,0
117,0.0,43,0,0.197057278,5708.0,3,0,1,0,2.0,0
118,0.012008,51,0,0.0031956,13455.0,10,0,0,0,1.0,0
119,0.0,63,0,14.0,6760.601835664335,5,0,0,0,1.0,0
120,0.3005300549104802,26,0,0.073219505,6500.0,6,0,0,1,0.0,0
121,0.5665775670000001,37,1,0.302608294,12996.0,9,0,1,0,4.0,0
122,0.32743763,83,0,0.382808596,2000.0,10,0,0,0,0.0,0
123,0.040339651,63,1,1704.0,6760.601835664335,9,0,2,0,0.0,0
124,0.011770756,89,0,0.001470156,3400.0,4,0,0,0,0.0,0
125,0.035565408,50,0,0.497233518,15000.0,9,0,4,0,2.0,0
126,0.970388412,40,0,0.391001607,5600.0,5,0,1,0,1.0,0
127,0.015805942,50,0,0.149314482,4667.0,5,0,1,0,2.0,0
128,0.193265993,49,0,0.11572107,4000.0,5,0,1,0,2.0,0
129,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0,0
130,0.070572099,47,0,2130.0,6760.601835664335,4,0,1,0,0.0,0
131,0.0,45,1,0.3746661579999999,10483.0,17,0,3,0,0.0,0
132,0.370555219,51,0,2761.0,6760.601835664335,12,0,2,0,2.0,0
133,0.0,62,0,0.0,6760.601835664335,4,0,0,0,0.0,0
134,0.04495646,63,0,0.15240501,9500.0,4,0,1,0,0.0,0
135,0.310439069,60,4,2950.0,6760.601835664335,12,0,2,0,0.0,0
136,0.9999999,39,98,0.0,6760.601835664335,0,98,0,98,0.0,1
137,0.303717749,54,0,0.66953624,3600.0,11,0,1,0,0.0,0
138,0.012247902,64,0,0.001406206,32000.0,3,0,0,0,0.0,0
139,0.831026048,43,0,0.126973311,8804.0,13,0,0,0,0.0,0
140,0.156464409,45,0,1986.0,6760.601835664335,17,0,3,0,0.0,0
141,0.0,38,1,0.915060671,1400.0,3,1,1,0,2.0,0
142,0.00999001,43,0,197.0,6760.601835664335,2,0,0,0,2.0,0
143,0.549776335,43,0,0.477002706,8500.0,7,0,2,0,2.0,0
144,0.017651972,53,0,0.26843204,9100.0,6,0,1,0,0.0,0
145,0.065688636,50,0,0.264957265,3626.0,6,0,1,0,1.0,0
146,0.0,38,0,0.382313882,12800.0,11,0,4,0,0.0,0
147,0.135371075,57,0,0.408368326,6667.0,15,0,1,0,0.0,0
148,0.014166286,74,0,0.213451216,6333.0,12,0,1,0,0.0,0
149,0.094190527,31,0,218.0,6760.601835664335,7,0,0,0,0.0,0
150,0.9999999,35,0,1782.0,6760.601835664335,3,0,2,0,0.0,0
151,0.066052985,56,0,1625.0,6760.601835664335,6,0,1,0,0.0,0
152,0.021607816,52,0,0.3950233279999999,4500.0,11,0,1,0,2.0,0
153,0.182724252,39,0,0.129934841,2608.0,5,0,0,0,2.0,0
154,0.24652915,109,0,318.0,6760.601835664335,3,0,0,0,1.0,0
155,0.093200479,50,0,0.579488644,7000.0,12,0,4,0,0.0,0
156,0.180525106,46,0,0.0845915409999999,10000.0,2,0,0,0,0.0,0
157,0.167304475,54,0,0.595895817,3800.0,5,0,1,0,1.0,0
158,0.975839717,39,0,2710.5,1.0,9,0,1,0,0.0,0
159,0.9999999,43,0,1247.0,6760.601835664335,1,0,0,0,0.0,0
160,0.3594775329999999,37,0,0.44951712,6833.0,5,0,2,0,2.0,0
161,0.0,64,0,0.036351098,30452.0,2,0,0,0,0.0,0
162,0.56839682,49,0,0.295764869,4320.0,9,0,1,0,1.0,0
163,0.098465124,40,0,0.25814837,5000.0,9,0,1,0,3.0,0
164,0.8952150209999999,54,3,1514.0,6760.601835664335,7,0,1,0,0.0,0
165,0.5956662779999999,69,0,0.1897190489999999,6477.0,11,0,1,0,1.0,0
166,0.004422608,80,0,17.0,6760.601835664335,7,0,0,0,0.0,0
167,0.288213073,54,0,0.320421821,4930.0,8,0,1,0,0.0,0
168,0.0240229579999999,44,0,0.369784565,3666.0,9,0,2,0,0.0,0
169,0.0,78,0,0.0,6760.601835664335,6,0,0,0,0.0,0
170,0.026509663,39,0,0.191174731,8452.0,13,0,3,0,1.0,0
171,0.206482964,45,0,0.463670127,10500.0,12,0,2,0,1.0,0
172,0.017064599,75,0,639.0,6760.601835664335,7,0,1,0,0.0,0
173,0.04481627,59,0,0.223185121,15000.0,16,0,1,0,0.0,0
174,0.235528942,45,1,0.075083893,2383.0,3,1,0,1,0.0,0
175,0.018292846,49,0,0.28651351,8400.0,6,0,2,0,2.0,0
176,0.087607619,45,0,0.374099047,4300.0,8,0,1,0,2.0,0
177,0.020805188,44,0,0.897102897,1000.0,5,0,1,0,0.0,0
178,0.3005300549104802,42,1,0.299350325,2000.0,5,0,1,2,0.0,0
179,0.012537002,68,0,0.00129987,10000.0,8,0,0,0,1.0,0
180,0.005512644,62,0,0.952698201,1500.0,10,0,2,0,2.0,0
181,0.613576566,32,2,0.057191233,10630.0,9,0,0,0,0.0,0
182,0.2196544989999999,63,1,3511.0,6760.601835664335,12,0,2,0,0.0,0
183,0.133686631,25,0,0.0093592509999999,4166.0,2,0,0,0,0.0,0
184,0.4069854879999999,39,1,0.4822962,8500.0,11,0,2,0,1.0,0
185,0.232407601,33,1,0.2753036439999999,2716.0,7,0,0,0,0.0,0
186,0.003250984,76,0,0.1031121109999999,2666.0,7,0,0,0,0.0,0
187,0.2315984589999999,57,0,0.0486527759999999,9166.0,3,0,0,0,0.0,0
188,0.056999416,62,0,0.116106135,17750.0,18,0,1,0,3.0,0
189,0.589528305,59,0,0.303756917,10300.0,7,0,1,0,0.0,0
190,0.067784239,64,0,2148.0,6760.601835664335,6,0,1,0,0.0,0
191,0.9999999,39,0,0.070981917,5916.0,4,0,0,0,2.0,0
192,0.974471589,44,0,1293.5,1.0,6,0,0,0,2.0,0
193,0.960856616,56,1,0.248805586,2720.0,10,1,0,0,1.0,0
194,0.9999999,79,0,0.0,6760.601835664335,0,0,0,0,1.0,0
195,0.060912152,40,0,0.010618364,1600.0,4,0,0,0,0.0,0
196,0.543800604,59,0,0.6694757889999999,7000.0,16,0,1,0,2.0,0
197,0.457439022,50,0,0.456851885,5596.0,7,0,1,0,0.0,0
198,0.435939102,60,0,0.5511859410000001,8136.0,11,0,2,0,1.0,0
199,0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0,1
200,0.173771186,51,1,0.038214186,10728.0,11,0,0,0,2.0,0
201,0.246758441,72,0,0.147159647,4083.0,3,0,1,0,2.0,0
202,0.05880047,27,0,0.065837601,4100.0,6,1,1,0,1.0,0
203,0.890994063,46,0,0.435557957,3700.0,6,0,0,0,3.0,0
204,0.025914337,63,0,1130.0,6760.601835664335,17,0,1,0,0.0,0
205,0.547659012,42,0,0.21193267,18000.0,9,0,2,0,3.0,0
206,0.067296896,66,1,0.1531058619999999,8000.0,25,0,0,1,0.0,0
207,0.074727011,73,0,0.030564884,26500.0,11,0,1,0,0.0,0
208,0.013692447,51,0,454.0,6760.601835664335,6,0,1,0,0.0,0
209,0.073382734,49,0,0.3387288739999999,4200.0,15,1,2,0,0.0,0
210,0.017837002,82,0,0.6771472390000001,2607.0,11,0,1,0,0.0,0
211,0.9999999,46,1,0.0,2000.0,1,0,0,0,0.0,0
212,0.334188969,37,0,0.742106816,6777.0,14,0,2,0,1.0,0
213,0.005666457,27,0,523.0,6760.601835664335,4,0,0,0,1.0,0
214,0.13299659,55,0,2686.0,6760.601835664335,7,0,2,0,0.0,0
215,0.012595209,63,0,533.0,6760.601835664335,5,0,1,0,1.0,0
216,0.041763122,78,0,0.04199664,4166.0,7,0,1,0,0.0,0
217,0.0262313379999999,63,0,0.1807896,4153.0,6,0,0,0,0.0,0
218,0.902209779,33,0,0.547390522,3333.0,5,0,1,0,0.0,0
219,0.591081784,39,1,0.4602728729999999,4983.0,6,0,1,0,3.0,0
220,0.0530754109999999,47,0,0.381402066,9000.0,5,0,1,0,4.0,0
221,0.25853729,54,1,803.0,6760.601835664335,15,0,0,1,1.0,0
222,0.0996142669999999,82,0,0.018121547,9049.0,6,0,0,0,0.0,0
223,0.019853938,37,2,0.452934662,5417.0,15,0,2,0,2.0,0
224,0.460357801,52,0,2690.0,6760.601835664335,14,0,2,0,0.0,0
225,0.0,43,0,0.262179026,8333.0,9,0,2,0,2.0,0
226,0.833817523,52,3,1775.0,6760.601835664335,9,1,0,0,1.0,1
227,0.029569658,53,1,0.105787395,5822.0,13,0,0,0,1.0,0
228,0.2152350489999999,41,0,0.165489163,8350.0,11,0,1,0,0.0,0
229,0.411171434,42,0,0.550064277,7000.0,10,0,2,0,2.0,0
230,0.076162047,53,0,0.130772893,6300.0,6,0,1,0,2.0,0
231,0.29814085,40,0,0.2321577339999999,3600.0,7,0,0,0,2.0,0
232,0.206605648,47,0,0.310709479,5200.0,6,0,1,0,2.0,0
233,0.2458233889999999,44,1,0.12386778,8500.0,4,0,0,0,4.0,0
234,0.9999999,35,0,0.105489451,10000.0,4,1,1,0,3.0,0
235,0.0035858709999999,72,0,0.010643524,6106.0,10,0,0,0,0.0,0
236,0.076671092,60,0,0.095836855,9463.0,4,0,1,0,2.0,0
237,0.0,77,0,0.0,3523.0,3,0,0,0,0.0,0
238,0.547211731,34,0,0.175431303,4810.0,8,1,0,0,1.0,0
239,0.0,80,0,0.0,6760.601835664335,3,0,0,0,0.0,0
240,0.008934588,61,0,965.0,6760.601835664335,5,0,1,0,0.0,0
241,0.3466105579999999,54,1,1725.0,6760.601835664335,6,0,1,0,0.0,0
242,0.9999999,47,0,0.0,6760.601835664335,0,0,0,0,1.0,0
243,0.00282216,67,0,1449.0,6760.601835664335,7,0,1,0,1.0,0
244,0.023899602,64,0,0.321085888,4272.0,10,0,1,0,0.0,0
245,0.101386246,71,0,0.064100059,5116.0,7,0,0,0,0.0,0
246,0.021529081,56,0,0.009141551,7000.0,10,0,0,0,3.0,0
247,0.056129591,66,0,0.426801802,887.0,6,0,0,0,0.0,0
248,0.507256748,76,0,828.0,6760.601835664335,3,0,0,0,0.0,0
249,0.0,50,0,272.0,6760.601835664335,8,0,0,0,0.0,0
250,0.016934414,76,0,0.381845302,4692.0,19,0,1,0,1.0,0
251,0.561234083,29,0,0.142102616,3975.0,5,0,0,0,0.0,0
252,0.371964912,48,0,0.588068655,6000.0,11,0,1,0,2.0,0
253,0.268379729,25,0,17.0,6760.601835664335,4,0,0,0,1.0,0
254,0.307807683,34,0,0.118822876,1800.0,8,0,0,0,0.0,0
255,0.965968344,40,0,0.577979206,3750.0,9,0,0,0,0.0,0
256,0.063018372,68,0,0.274207369,3500.0,5,0,0,0,0.0,0
257,0.0,51,2,0.0,12500.0,4,0,0,0,0.0,0
258,0.9999999,23,0,0.208992506,1200.0,1,0,0,0,0.0,0
259,0.0661466929999999,54,0,0.130836297,17433.0,4,0,2,0,1.0,0
260,0.766946087,45,0,0.058761249,17000.0,6,0,0,0,3.0,0
261,0.0991521369999999,68,0,0.259352084,10772.0,6,0,1,0,2.0,0
262,0.181689952,56,0,0.160707143,12500.0,20,0,1,0,0.0,0
263,0.08617142,47,0,0.379941547,6500.0,15,0,3,0,2.0,0
264,0.0143629839999999,38,0,0.2981361489999999,12500.0,6,0,2,0,3.0,0
265,0.304739052,57,4,0.365713587,8183.0,9,0,1,0,1.0,0
266,0.12344773,63,0,0.072428648,7427.0,8,0,0,0,1.0,0
267,0.571527353,77,1,0.973491258,1772.0,11,0,0,0,0.0,0
268,0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0,0
269,0.668308581,46,0,0.49310138,5000.0,5,0,1,0,0.0,0
270,0.794212219,53,0,0.433985839,2400.0,5,2,1,0,0.0,0
271,0.563864244,50,0,0.1155256319999999,15000.0,9,0,1,0,1.0,0
272,0.291253534,38,0,0.284709853,10666.0,7,0,1,0,2.0,0
273,0.2344829189999999,52,0,0.471505699,5000.0,14,0,0,0,0.0,0
274,0.082461456,54,0,0.886868687,2474.0,10,0,2,0,0.0,0
275,0.684769702,77,3,0.479813665,10303.0,16,3,2,0,1.0,1
276,0.017506332,44,1,0.286936561,9583.0,8,0,1,0,0.0,0
277,0.0,54,0,0.2614124869999999,4884.0,12,1,1,1,1.0,0
278,0.443547022,41,0,1779.0,6760.601835664335,6,0,1,0,0.0,0
279,0.283271754,57,0,0.4950365439999999,9166.0,21,0,2,0,0.0,0
280,0.384871781,37,0,0.638788585,8584.0,15,0,2,0,0.0,0
281,0.174751171,41,1,0.194450197,4828.0,7,0,0,0,2.0,0
282,0.0,51,0,0.7030296970000001,10000.0,20,0,3,0,3.0,0
283,0.0,42,0,467.0,6760.601835664335,2,0,0,0,0.0,0
284,0.991152514,60,0,0.7893396979999999,6284.0,7,0,2,0,3.0,0
285,0.3005300549104802,78,2,0.463752334,12855.0,10,0,1,1,0.0,0
286,0.07920536,47,0,0.4118178529999999,5533.0,11,0,2,0,1.0,0
287,0.024719011,51,0,0.007197121,2500.0,3,0,0,0,0.0,0
288,0.079803877,59,0,0.246225506,12451.0,14,0,2,0,0.0,0
289,0.059179389,56,0,0.014182344,3454.0,4,0,0,0,0.0,0
290,0.214589891,75,0,657.0,6760.601835664335,1,0,0,0,0.0,0
291,0.014577962,63,0,983.0,6760.601835664335,7,0,1,0,0.0,0
292,0.099764127,38,0,0.227337942,7666.0,9,0,1,0,0.0,0
293,0.082763908,48,0,0.275878488,10500.0,8,0,2,0,0.0,0
294,0.9999999,23,0,0.0,800.0,0,0,0,0,0.0,0
295,0.7674465109999999,35,0,0.113396173,3500.0,2,0,0,0,2.0,0
296,0.042847048,66,0,0.63327674,5300.0,14,0,2,0,0.0,0
297,0.053434037,41,0,0.452203824,12500.0,7,0,2,0,2.0,0
298,0.080083629,77,0,32.0,6760.601835664335,5,0,0,0,0.0,0
299,0.06004476,70,0,0.4410828029999999,3139.0,6,0,1,0,0.0,0
300,0.0,66,0,0.7221773109999999,3710.0,5,0,3,0,1.0,0
301,0.0,46,0,0.138976837,6000.0,6,0,1,0,2.0,0
302,0.7685195140000001,50,0,0.511581614,5525.0,6,0,1,0,3.0,0
303,0.3973626079999999,35,1,0.978104379,3333.0,17,0,1,0,2.0,0
304,0.009465405,59,1,0.275890099,6150.0,4,0,1,0,1.0,0
305,0.176125506,74,0,283.0,6760.601835664335,4,0,0,0,0.0,0
306,0.07313241,27,0,0.173884077,1500.0,7,0,0,0,0.0,0
307,0.185666958,41,0,0.251218598,8000.0,11,0,2,0,1.0,0
308,0.143985601,40,0,1971.0,6760.601835664335,5,0,1,0,0.0,0
309,0.069094032,61,0,0.2097541939999999,12814.0,7,0,1,0,1.0,0
310,0.0,43,0,1221.0,6760.601835664335,8,0,1,0,1.0,0
311,0.721986227,45,0,1.798695247,2145.0,12,0,3,0,2.0,0
312,0.0327483629999999,88,0,1373.0,0.0,2,0,1,0,0.0,0
313,0.3005300549104802,38,4,0.8823897009999999,8000.0,14,1,2,0,1.0,0
314,0.047483914,67,0,0.308350622,3855.0,12,0,1,0,0.0,0
315,0.457405679,28,0,0.070686071,1442.0,2,0,0,0,0.0,0
316,0.037713208,77,0,0.009497626,4000.0,3,0,0,0,0.0,0
317,0.799180612,65,0,0.286510912,10400.0,5,0,1,0,2.0,0
318,0.35097686,35,0,1.594189316,3200.0,7,0,1,0,0.0,0
319,0.788686723,24,0,0.331334333,2000.0,6,0,0,0,0.0,0
320,0.1841345089999999,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0,0
321,0.9999999,60,0,0.198521647,10416.0,4,2,1,0,2.0,0
322,0.071795214,42,0,1586.0,6760.601835664335,4,0,2,0,1.0,0
323,0.169951252,47,0,122.0,6760.601835664335,2,0,0,0,3.0,0
324,0.025084882,56,1,0.618038196,10000.0,14,0,5,0,0.0,0
325,0.244349718,64,0,1.225050916,981.0,13,0,1,0,0.0,0
326,0.3005300549104802,21,0,0.008247938,4000.0,2,0,0,0,0.0,0
327,0.852213505,64,0,0.544367644,5352.0,8,0,1,0,0.0,0
328,0.9999999,53,0,0.438943109,4200.0,8,0,1,0,0.0,0
329,0.074555164,41,0,0.252650634,11600.0,6,0,1,0,1.0,0
330,0.9999999,59,0,0.41023622,2539.0,4,0,0,0,0.0,0
331,0.1793710969999999,88,0,3.077448747,1316.0,13,0,0,0,0.0,0
332,0.033154082,51,1,0.357944932,6500.0,10,0,1,0,3.0,0
333,0.0343326179999999,35,0,0.289311091,6473.0,10,0,2,0,0.0,0
334,0.01790529,60,0,3527.0,6760.601835664335,12,0,2,0,0.0,0
335,0.035998925,49,0,36.0,6760.601835664335,3,0,0,0,2.0,0
336,0.025216706,76,0,0.013994402,2500.0,4,0,0,0,0.0,0
337,0.0,43,0,0.519668338,5185.0,8,0,1,0,0.0,0
338,0.022288912,65,0,0.368926215,5000.0,13,0,1,0,0.0,0
339,0.987940125,61,2,0.149522328,4500.0,4,0,0,0,0.0,0
340,0.012865069,72,0,0.00239904,2500.0,1,0,0,0,0.0,0
341,0.061115648,83,0,0.0567663459999999,1972.0,9,0,0,0,0.0,0
342,0.013021933,63,0,0.291536278,13740.0,7,0,2,0,1.0,0
343,0.0211636589999999,61,0,0.4126273689999999,10500.0,11,0,2,0,0.0,0
344,0.3005300549104802,27,2,0.434969854,1160.0,4,0,0,0,0.0,0
345,0.9999999,24,0,0.61298377,800.0,1,0,0,0,0.0,0
346,0.9999999,38,1,0.186271243,3000.0,0,2,0,0,2.0,0
347,0.056897079,63,5,5057.0,6760.601835664335,5,0,2,0,0.0,0
348,0.0,46,1,0.269487009,3001.0,2,0,1,0,0.0,0
349,0.569553881,39,3,0.322425659,7700.0,8,0,1,0,5.0,0
350,0.5177906210000001,62,1,0.48161885,9166.0,11,0,2,0,0.0,0
351,0.0,38,0,0.091127314,44574.0,7,0,1,0,3.0,0
352,0.007249819,44,0,0.220163723,9283.0,6,0,1,0,1.0,0
353,0.0,76,0,0.62063228,600.0,5,0,0,0,0.0,0
354,0.931213757,64,0,0.348089172,3139.0,5,0,1,0,0.0,0
355,0.004945383,27,0,0.414634146,2500.0,8,0,1,0,0.0,0
356,0.655196588,48,0,0.588702234,10833.0,16,0,2,0,3.0,0
357,0.9999999,31,1,0.6783907490000001,4150.0,3,2,3,3,1.0,1
358,0.01259937,47,0,0.283300018,5502.0,7,0,1,0,0.0,0
359,0.035703734,81,0,46.0,6760.601835664335,2,0,0,0,0.0,0
360,0.7182044890000001,66,1,0.482335689,7500.0,4,0,1,0,0.0,0
361,0.0136550239999999,74,0,0.082608696,10119.0,14,0,1,0,0.0,0
362,0.00215378,69,1,0.345187002,1630.0,12,0,1,0,0.0,0
